iso	alternate names	affiliation	affiliation-HH	country	dialects	language status	language use	location	population numeric	typology	writing
ykg	Jukagir, Northern Yukagir, Odul, Tundra, Tundre, Wadul, Yukagir	Yukaghir	Yukaghir	Russian Federation (Asia)	Distinct from Southern Yukaghir (Kolyma) [yux]. May be distantly related to Altaic or Uralic.	8b (Nearly extinct).	In Andryushkino there may be a few younger speakers (2007). Home. Older adults. Neutral or mildly positive attitudes. No sense of shared ethnic identity between the two Yukaghir varieties [yux] and [ykg]. Also use Chukchi [ckt], Russian [rus], or Yakut [sah]. Reindeer herdsmen and others also use Even [eve].	Sakha Republic, lower Kolyma county, Andryushkino and Kolymskoye.	370	SOV; postpositions; genitives, articles, adjectives, numerals, relatives before noun heads; question word not initial or final; 2 prefixes, 6 suffixes; word order focus preverbal, subjects and topics tend to be initial; affixes indicate case of noun phrases; person and number of subject indicated by obligatory verb phrases; split-intransitivityintransitive subjects encoded as transitive when nonfocus; focus marked the same way for intransitive subjects and direct objects, and only those, otherwise accusative; resultative; reflexive; reciprocal; causative; comparative; CV, CVCCVV; nontonal	Cyrillic script.
yki	Bitovondo, Jauke, Pauwi, Yauke, Yoki	Lower Mamberamo	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, Lower Mamberamo, Yoke-Pauwi	Indonesia (Papua)	Lexical similarity33% with Warembori [wsa].	6b (Threatened).	Vigorous. Religious services. All ages. Some also use Indonesian [ind] or Warembori [wsa].	Papua Province, Sarmi regency, east of Warembori, east of Mamberamo river, Mantarbori village. Recently moved to coast from interior.	200	NA	NA
ykk	Iakaikeke	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Are-Taupota, Taupota	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Papuan Tip linkage, Nuclear Papuan Tip linkage, North Papuan Mainland-D'Entrecasteaux linkage, Are-Taupota linkage, Taupota linkage	Papua New Guinea	Lexical similarity65% with Wedau [wed] (most similar), 58% with Kwamana dialect of Wedau [wed], 48% with Ghayavi [bmk] (at Radava).	6b (Threatened).	NA	Milne Bay Province, Alotau district, Weraura local government area, Goodenough Bay between Wedau and Radava, near Manubada at Diruna.	100	NA	NA
ykl	Alapha, Black Phula, Black Zokhuo, Hei Phula, Mo, Namupha, Pao, Phulapha, Shaoji Phula, Sifter Basket Phula, Tula, Zokhuo Na	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Southeastern Ngwi, Highland Phula, Phowa, Hlepho-Phukha, Khlula-Zokhuo	China	Dalishu, Liujing, Muchang. Closely related to Zokhuo [yzk]; some marriage networks maintained with Hlepho Phula [yhl], but not mutually intelligible with either language.	6b (Threatened).	NA	Yunnan Province, southeast Wenshan county, Liujin township; north and central Maguan county, Renhe, Dalishu, Muchang, and Miechang townships.	21000	NA	NA
ykm	Ali	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Schouten, Siau	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Schouten linkage, Siau, Sissano-Tumleo, Ali-Tumleo	Papua New Guinea	Ali, Yakamul, Yigel.	6a (Vigorous).	NA	Sandaun Province, between Paup and Yakamul coast; Ali, Seleo, and Angel islands.	3460	NA	NA
ykn	Baiyi ren, Kua'ensi, Kua'eshi	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Lisoid, Nuclear Lisoid, Lisu-Laluba-Lavu, Laluba-Lavu, Kuansi-Kuamasi-Sonaga, Kuansi-Kuamasi	China	Similar to Kuamasi [yku] and Sonaga [ysg].	6a (Vigorous).	NA	Yunnan Province, Heqing county, Liuhe township.	5000	NA	Unwritten.
yko	Bongwe, Iyasa, Lyaasa, Maasa, Yassa	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Bube-Benga (A.33)	Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Sawabantu, Bengaic, Yasa-Kombe	Gabon, Cameroon, Equatorial Guinea	Avandje, Iyassa. Lexical similaritywith Ngumbi [nui] (Kombe) in Equatorial Guinea.	5 (Developing).	Youth moving to towns, where language proficiency decreases. All domains. All ages. Very positive attitudes.	South Region, Ocean division, Campo and Kribi subdivisions, on the coast near Equatorial Guinea, 15 villages. Also in Equatorial Guinea, Gabon.	1490	NA	Latin script, used since 2011.
ykr	NA	Trans-New Guinea, Greater Binanderean, Binanderean, Yekora	Nuclear_Trans_New_Guinea, Greater Binanderean, Binanderean	Papua New Guinea	Similar to Mawae dialect of Zia [zia].	6a (Vigorous).	Also use Suena [sue] or Zia [zia].	Morobe Province, Morobe government station area. 2 villages.	1050	NA	Latin script.
ykt	Gasu	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Southeastern Ngwi	China	NA	6b (Threatened).	NA	Yunnan Province, Guangnan county, Balong district. Possibly in Guangxi Province.	5000	NA	NA
yku	NA	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Lisoid, Nuclear Lisoid, Lisu-Laluba-Lavu, Laluba-Lavu, Kuansi-Kuamasi-Sonaga, Kuansi-Kuamasi	China	Similar to Sonaga [ysg] and Kua-nsi [ykn].	6a (Vigorous).	NA	Yunnan Province, Heqing county, Liuhe township.	1000	NA	Unwritten.
yky	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Ngbandi	Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Ngbandi-Mongoba-Kazibati, Ngbandic, Nuclear Ngbandic	Democratic Republic of the Congo, Central African Republic	High intelligibility of Ngbandi [ngb] and Sango [sag].	6a (Vigorous).	Also use Sango [sag].	Basse-Kotto Prefecture, Kemb\'e subprefecture; Mbomou Prefecture, Gambo-Ouango subprefecture, Ubangi river area and administrative centers. Also in Democratic Republic of the Congo.	100000	NA	Unwritten.
yla	NA	Mongol-Langam	Koam	Papua New Guinea	Related to Langam [lnm] and Mongol [mgt].	6a (Vigorous).	NA	East Sepik Province.	1210	NA	NA
ylb	Aisana	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, Suauic	NA	Papua New Guinea	Gamadoudou, Sileba. Similar to Wagawaga [wgb].	6a (Vigorous).	Vigorous. People in Gwaugulina village shifting to Suau [swp].	Milne Bay Province, Huhu LGA, Gamadoudou, Kilakilana, Iwame, Wanabelo, Gwaugulina, Gibara, and Dalidali villages.	1330	NA	NA
yle	Rossel, Yela, Yelejong, Yeletnye, Yelidnye	Yele-West New Britain, Yele	Yeli_Dnye	Papua New Guinea	Abaletti, Bou, Daminyu, Jaru, Jinjo, Wulanga. Lexical similarity8% with Daga [dgz] (most similar).	5 (Developing).	Vigorous. All domains. All ages. Positive attitudes. Also use English [eng] or Misima-Panaeati [mpx].	Milne Bay Province, Misima district, Rossel island at Calvados chain east end; 500 in Port Moresby and Alotau.	3750	SOV; postpositions	Latin script.
ylg	Buiamanambu, Kaunga	Sepik, Ndu	Ndu, Nuclear Ndu	Papua New Guinea	NA	6b (Threatened).	NA	East Sepik Province, Ambunti district. 1 village.	160	NA	NA
yli	Angguruk, Northern Yali, Yalimo	Trans-New Guinea, West, Dani, Ngalik	Nuclear_Trans_New_Guinea, Dani, Ngalik-Nduga, Yalic	Indonesia (Papua)	Related to Yali of Ninia [nlk] and Yali of Pass Valley [yac].	5 (Developing).	NA	Papua Province, central highlands area northwest of Nalca [nlc] and east of Grand Valley Dani language areas.	15000	NA	Latin script.
yll	NA	Torricelli, Wapei-Palei, Wapei	Nuclear_Torricelli, Wapei-Palei, Ningil-Yil	Papua New Guinea	Lexical similarity23% with Au [avt].	6a (Vigorous).	NA	Sandaun Province, northwest of Au [avt] language area. 16 villages.	2470	NA	NA
ylm	Liumi	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Lisoid, Unclassified Lisoid	China	NA	6a (Vigorous).	NA	Yunnan Province, Yongde, Fengqing, and Yunxian counties.	29000	NA	NA
yln	Buozaang, Buyang Zhuang, Eastern Buyang, E'cun Buyang	Tai-Kadai, Kra, Eastern Kra	Tai-Kadai, Kadaic, Central-Eastern Kra, Eastern Kra, Buyang, Northern Buyang	China	Similar to E'ma Buyang [yzg]. 78% with E'ma Buyang [yzg], yet not intelligible despite frequent contact, 67% with Yerong (Yalang Buyang) [yrn], 50% with Baha Buyang [yha], 45% with Pubiao [laq], 42% with Laji (Lachi) [lbt]. Also reportedly quite similar to En [enc] (200 speakers) of Northern Vietnam. (Li Jinfang 2006).	8a (Moribund).	Those 15 to 50 use local Guibian Zhuang [zgn]; some, especially men, also use local Southwest Mandarin [cmn].	Yunnan Province, Wenshan Zhuang-Miao autonomous prefecture, Funing county, Gula district, Longse community, Langjia village; Gutao community, Nianlang village.	300	NA	NA
ylo	Gan Yi, Laluo, Naruo, Shui Yi, Shuitian	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Lisoid, Unclassified Lisoid	China	NA	6b (Threatened).	Moribund to extinct in Sichuan, potentially endangered to endangered in Yunnan (2007).	Yunnan, southern Huaping and eastern Yongsheng counties; Sichuan, western Panzhihua city.	15000	NA	NA
ylr	Jalanga, Yalarrnga, Yelina, Yellanga, Yellunga	Australian, Pama-Nyungan, Galgadungic	Pama-Nyungan, Kalkatungic	Australia	NA	10 (Extinct).	NA	Queensland, Burke river area, Dajarra.	0	NA	NA
ylu	Aribwaungg, Jaloc, Yalu	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Lower, Busu	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, Markham, Lower Markham, Busu	Papua New Guinea	Similar to Musom [msu], Duwet [gve], Nafi [srf], and Wampar [lbq].	6a (Vigorous).	NA	Morobe Province, lower Markham valley, Yalu village.	500	NA	NA
yly	Nielaiou, Nielaiu, Ny\^alayu, Puma, Yalasu	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Northern, Extreme Northern	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, New Caledonian, Extreme Northern New Caledonian	New Caledonia	Arama, Belep, Tiari-Balade.	6b (Threatened).	Positive attitudes.	Belep island; Northeast mainland, Arama, Tiari, and Balade.	1960	NA	NA
yma	NA	NA	Spurious, !Retired, !Sino-Tibetan, !Himalayish, !Mahakiranti, !Kiranti, !Eastern Kiranti, !Upper Arun, !Lohorung-Yamphu	Nepal	NA	NA	NA	NA	NA	NA	NA
ymb	NA	Torricelli, Kombio-Arapesh, Kombio	Nuclear_Torricelli, Kombio-Yambes	Papua New Guinea	East Yambes, West Yambes. Language combines features and vocabulary of Kombio [xbi], Urat [urt], and Wom [wmo]; some understanding of all 3.	7 (Shifting).	Language loss concerns adults. Mainly older adults. Nearly all also use Tok Pisin [tpi].	East Sepik Province, Dreikikkir district, northwest of Wom, east and southeast of Kombio. 4 villages.	1080	NA	NA
ymc	Aga, Khlaka, Lahi, Muzi, Phula, Tjeki, Tshebu, Tshibu	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Southeastern Ngwi, Highland Phula, Muji, Laghuu-Core Muji, Thopho-Core Muji, Core Muji, Nuclear Core Muji, Northern-Southern Muji	China	Dazhai, Gamadi, Jinhe, Ma'andi, Tongchang, Yingpan.	6a (Vigorous).	Vigorous. Home, village, business. All ages. Positive attitudes.	Yunnan Province, north Jinping county; some in southwest and east Jinping county, south Mengzi county, southeast Gejiu county.	26000	NA	NA
ymd	NA	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Hani-Jino, Bisoid-Hanic, Hanic, Ha-Ya, Akhaic	China	Related to Mpi [mpz].	6b (Threatened).	NA	Yunnan Province, Jinghong county, Nanpianshan district.	2000	NA	NA
yme	NA	Yaguan	Peba-Yagua, Peba-Yameo	Peru	NA	10 (Extinct).	NA	Mara\~non and Amazon rivers from Tigre mouth to Nanay river.	0	NA	NA
ymg	Yamongiri	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Bangi-Ntomba (C.40)	Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Kele (C.60)	Democratic Republic of the Congo	Related to Budza [bja].	6a (Vigorous).	NA	Equateur Province, south of the Congo River.	13000	NA	NA
ymh	NA	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Lisoid, Unclassified Lisoid	China	NA	6b (Threatened).	NA	Yunnan Province, Jingdong, Yunxian, Zhenyuan, and Xinping counties.	23000	NA	NA
ymi	Flathead Phulai, Muji, Phula, Phulawa, Pingtou Phula	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Southeastern Ngwi, Highland Phula, Muji	China	Luchaichong. Moji patterns with the Proto-Muji subgroup phylogenetically, but Luchaichong dialect (the most vital dialect) heavily influenced by contact with Khlula [ykl] and Zokhuo [yzk].	7 (Shifting).	NA	Yunnan Province, south and southwest Wenshan county; west Xichou county, Luchaichong village; possibly east Fumin county.	2000	NA	NA
ymk	Kimakwe, Macue, Palma	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, G, Swahili (G.402)	Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Northeast Coastal Bantu, Coastal NEC Bantu, Sabaki-Swahili, Swahili (G.40)	Tanzania, Mozambique	Coastal Makwe (Palma), Interior Makwe. Not inherently intelligible with Swahili [swh]. Lexical similarity60% with Swahili [swh], 57% with Mwani [wmw], 48% with Yao [yao].	6a (Vigorous).	Men also use Swahili [swh]. Most Palma men also use Mwani [wmw]. Some also use Makonde [kde]. Those with schooling can read Portuguese [por] or Swahili.	Cabo Delgado Province coast, Tanzania border south to Quionga, Palma, to just south of Olumbe; interior along Ruvuma river to Pundanhar. Also in Tanzania (Maraba).	22000	NA	NA
yml	Yamalele	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Bwaidoga	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Papuan Tip linkage, Nuclear Papuan Tip linkage, North Papuan Mainland-D'Entrecasteaux linkage, Bwaidoga linkage, Iamalelic	Papua New Guinea	Central Yamalele, Didigavu, Gwabegwabe, Masimasi, Southern Yamalele. Lexical similarity64% with Koluwawa [klx] (most similar).	5 (Developing).	Some also use Bwaidoka [bwd] or Dobu [dob].	Milne Bay Province, Bwaidoka district, west Fergusson island.	2800	SOV	Latin script.
ymm	Af-Maay, Af-Maay Tiri, Af-May, Af-Maymay, Rahanween, Rahanweyn	Afro-Asiatic, Cushitic, East, Somali	Afro-Asiatic, Cushitic, East Cushitic, Lowland East Cushitic, Southern Lowland East Cushitic, Mainstream Lowland East Cushitic, Omo-Tana, Eastern Omo-Tana, Somalic	Sudan, Ethiopia, United States, Somalia, Kenya	Af-Helledi. May be more than 1 language; dialects form a continuum. Within the Maay dialect continuum, at least two dialect groupings may be discerned, largely between the Digil clans (e.g, Wenle Weyn) and the Mirifle clans (based on Bay Bakool). The Digil consider themselves the 'royal clan class' of the Maay-speaking Rahanweyn. Somali [som] is difficult or unintelligible to Maay speakers, except when learned through mass communications, urbanization, and internal movement. Different sentence structure and phonology from Somali. Af-Helledi is a Maay secret language used by hunters.	5 (Developing).	NA	South, Gedo Region, Middle and Lower Shabeelle, Middle and Lower Jubba, Baay, and Bakool regions. Also in Ethiopia, Kenya, United States.	1860000	NA	Latin script.
ymn	Yamna	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Sarmi-Jayapura Bay, Sarmi	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Sarmi-Jayapura Bay, Sarmi	Indonesia (Papua)	NA	6b (Threatened).	More vigorous on mainland than on island. Mainly older adults. Young people more frequently use Indonesian [ind], Papuan Malay [pmy].	Papua Province, Sarmi regency, Pantai Timur subdistrict, coastal area and an island off north coast, east of Tor river.	560	NA	NA
ymo	Aiku, Malek, Menandon, Minendon	Torricelli, Wapei-Palei, Palei	Nuclear_Torricelli, Wapei-Palei, Yangum-Ambrak	Papua New Guinea	NA	6a (Vigorous).	NA	Sandaun Province, Nuku district.	730	NA	NA
ymp	NA	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Hote	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, South Huon Gulf linkage, Misim-Yamap	Papua New Guinea	Similar to Hote [hot] and Misim, a dialect of Hote.	6a (Vigorous).	NA	Morobe Province, Francisco river area.	1580	NA	NA
ymq	Doka, Mujitsu, Phutsu	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Southeastern Ngwi, Highland Phula, Muji, Laghuu-Core Muji, Thopho-Core Muji, Core Muji	China	NA	7 (Shifting).	NA	Yunnan Province, south Jinping county. 2 isolated villages.	1500	NA	NA
ymr	Malayar	Dravidian, Southern, Unclassified	Dravidian, South Dravidian, South Dravidian I, Tamil-Kannada, Tamil-Kota, Tamil-Toda, Tamil-Kodagu, Tamil-Malayalam, Unclassified Tamil-Malayalam	India	Lexical similarity68%-74% with Tamil [tam], 79%-83% with Walayar Irula [iru], 77%-86% with Eravallan [era], 57%-61% with Malayalam [mal], 68%-75% with Mala Malasar [ima] (2004 survey); 52%-56% with Malaryan [mjq], 77%-82% between Malasar and Kollimalakkar, Kollimalakkar 80% with Malapulaya (2006 survey).	6a (Vigorous).	Home, village, religion. all ages. Positive attitudes. Bilingual in Malayalam [mal] (in Kerala) increases with education but few have higher education. Bilingualism in Tamil [tam] reportedly widespread.	Tamil Nadu, Coimbatore district, Pollachi taluk; Kerala, Palakkad district, Chittoor and Palakkad taluks.	7760	NA	NA
ymx	Bokha, Hlaka Mujima, Phula	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Southeastern Ngwi, Highland Phula, Muji, Laghuu-Core Muji, Thopho-Core Muji, Core Muji, Nuclear Core Muji, Northern-Southern Muji	China	Similar to Southern Muji [ymc].	7 (Shifting).	NA	Yunnan Province, south Mengzi county, Shuitian, Lengquan, and Qilubai townships; west Pingbian county, Xinxian township.	9000	NA	NA
ymz	Mogeha, Muji	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Southeastern Ngwi, Highland Phula, Muji, Laghuu-Core Muji, Thopho-Core Muji, Core Muji, Nuclear Core Muji	China	Similar to Notthern Muji [ymx].	7 (Shifting).	NA	Yunnan Province, south and east Gejiu county; west Mengzi county, scattered villages.	10000	NA	NA
